1110;Charles M. Sheldon
2058;Martin Anderson Nexo
442;P. G. Wodehouse
2314;W.J. Jackman and Thos. H. Russell
1127;T. S. Ackland
1775;James Seton Cockburn
758;Carl Russell Fish
1774;A. Arthur Reade
1680;Rabindranath Tagore (trans.)
2025;Charles Dudley Warner Edited and Arranged by David Widger
89;Thomas F. A. Smith
1276;Franklin D. Roosevelt
157;Nikolai Vasilievich Gogol
1663;John George Bourinot
680;Flavius Josephus
98;Charles Dickens
204;James Thomson
1795;Frances M.A. Roe
294;George Eliot
101;Isaac Barrow
1070;Byron J. Rees
2145;British Parliament
1743;Anne March
1745;Ida Coe Alice Christie Dillon
1351;Lillian C. Garis
1062;George Hartmann
1375;Various (Rosa M. R. Mikels ed.)
484;Herodotus
1717;Augustus Jessopp
2438;George Du Maurier
507;Peter Mark Roget
388;Emma Wolf
346;Herbert Darling Foster
1064;John H. Tilden, M.D.
1966;Caius Sallustii Crispi (Sallustius)
1438;Sarah J. Eddy
1621;Pedro Calderon de la Barca Translated by Denis Florence MacCarthy
1681;Daniel Callahan
11;S. H. Hammond
1450;Sam Williams
760;Margaret Pedler
1253;Mrs. George Sheldon
2403;Eliza Leslie
2435;Edgar Jepson
1505;Robert S. Carroll
1393;Royall Tyler
1395;Thomas Sherlock
1402;Edward F. Adams
75;Mrs. Isabella Beeton
341;Charles Whibley
471;E. F. Benson
744;John Reed
741;Ellsworth Huntington
495;Thomas Burke
1173;John Richardson
74;Dan B. Brummitt
692;BY LOUIS GINZBERG
922;H. E. Marshall Author: Henrietta Elizabeth Marshall
1485;Mary E. Blain
482;Andrew Barton 'Banjo' Paterson
1965;John C. Calhoun
258;Mary Wollstonecraft
269;Louise de la Ramee (AKA Ouida)
1137;James B. Stetson
887;Alfred Henry Lewis
501;G. Harvey Ralphson
270;Washington Irving
2489;Charles Inman Barnard
1041;Thomas Hariot
837;A. Merritt
1657;Walter Lippmann
143;Jane Austen
603;Aristophanes
1936;Stephen Levy
363;Nathaniel Wright Stephenson
1490;Lilyan Stratton
395;Henry Cabot Lodge, and Theodore Roosevelt
81;Thomas Herbert Russell
1592;Edward Bellamy
2485;J. Macdonald Oxley
1013;Phillis Wheatley
1773;Isabella L. Bird
1968;Thomas Hart Benton
2437;Mark Akenside
2447;Aneurin
405;Ida Pfeiffer
1238;Anna M. Galbraith
2109;Harold P. Manly
712;Francis Pretty
1019;Elbert Hubbard
313;Ruth M. Sprague
2417;George Gilfillan
2497;Charles Francis Adams
502;John Galsworthy
959;Duc de Saint-Simon
1741;Miss Leslie
1215;G.A. Henty
2347;Ernest Seton-Thompson
149;John Fiske
1723;Annie H. Ryder
549;Hesther Lynch Piozzi
1250;Arthur M. Winfield
496;Emma Goldman
1660;Thames Ross Williamson
2212;Dion Clayton Calthrop Granville Barker
1503;Elizabeth von Arnim
1670;S. Weir Mitchell
1655;George William Curtis
457;Thomas De Quincey
1609;Karin Stephen
2304;Fulgence Marion
1073;Ramsay Muir
248;Arthur Ransome
945;F. Marion Crawford
2382;Dora Sigerson
777;Robert Stead
1961;Hilaire Belloc
1865;Andrew J. Blackbird
1904;Mildred Duff
2020;John Lothrop Motley Edited and Arranged by David Widger
265;Frank T. Bullen
563;Niccolo Machiavelli
1854;Jacob Dolson Cox
686;William Harrison Ainsworth
756;H. R. Haggard
2353;Desiderius Erasmus
2397;Erasmus Darwin
838;Homer and Hesiod
547;Valentine Williams
413;B.M. Sinclair, AKA B.M. Bower
2495;Henry Sydnor Harrison
2253;Alice Morse Earle
1616;R. M. Ballantyne
241;E. Phillips Oppenheim
1861;Eugene Stock
1612;Bing Ding, Ed.
1414;Edith van Dyne
1764;Charles Turley
1208;James Clerk Maxwell
1866;Robert F. Pennell
1862;James R. McConnell
1887;Minnie L. Carpenter
170;Daniel Defoe
2062;Sara Ware Bassett
217;Lytton Strachey
439;Project Gutenberg
862;Doris Stevens
818;Marie L. McLaughlin
360;E. W. Hornung
256;Sydney Waterlow
161;Christopher Marlowe
1197;Lieutenant Maturin Murray
1303;E J Banfield
508;W. Somerset Maugham
498;Maynard Barbour
440;Browning, Elizabeth Barrett
1106;Justus Liebig
1130;Richard le Gallienne
1252;Ludwig Leichhardt
1962;Swami Abhedananda
1731;Jacob Abbott
1084;Walter Bagehot
2036;Daniel Webster
585;Alexander K. McClure
1281;Richard Nixon
979;Th. Bentzon (Mme. Blanc)
726;John Fox, Jr.
1418;A Gentleman
238;John Bunyan
773;Pliny the Younger NOTE.--In the following translation the Teubner text, edited by Keil, has been followed.
1121;Susan Coolidge
1229;August Strindberg
367;Anton Chekhov
33;John Buchan
1434;Ivan Turgenev
824;Mary Wollstonecraft [Godwin]
2172;Mary Hallock Foote
1025;Franklin K. Lane Edited by Anne Wintermute Lane and Louise Herrick Wall
1364;Sabine Baring-Gould
1199;Joe Hutsko
534;Oliver Wendell Holmes, Jr.
809;Walter Biggs
1298;J.M. Barrie
1647;Constance Fenimore Woolson
987;Rosa Nouchette Carey
1009;J. J. (John Jacob) Thomas
2229;Henri-Frederic Amiel
2394;William M. Thayer
2071;Danske Dandridge
1958;Bjornstjerne M. Bjornson
627;William Makepeace Thackeray (AKA Michael Angelo Titmarch)
1838;John Charles Dent
1988;Marcus Tullius Ciceronis
1659;Margaret Burnham
716;Janis Ian
1719;Frederick Marryat
1489;Miguel de Cervantes Saavedra
1213;Clarence E. Mulford
1314;E.J. Wickson
1224;Mrs. Belle Kendrick Abbott
1055;T. B. Ray
661;United States Army
1184;Riviere Dufresny
497;David Herbert Lawrence
2013;Oliver Wendell Holmes, Sr. Edited and Arranged by David Widger
80;Frank Moore
2043;Robert Grant
935;Eliot Gregory
1072;Georges Duhamel
2442;Fred M. White
2474;Edwin Hodder
137;Franklin Delano Roosevelt
1778;John R. Hutchinson
1479;Ellen Velvin
1474;Francis Marion Crawford
1597;Thomas L. Masson (Editor)
22;Magnay, William
1033;Ernest Scott
986;Sara Teasdale
2059;Madison Cawein
1397;Henry Harland
23;William F. Cody
1987;St. John of Damascus
2311;Demosthenes
1294;Leonard Huxley
1735;Catherine Booth
1304;George Sand, Gustave Flaubert Translated by A.L. McKensie
1902;Edward S. Ellis et. al.
375;Alexander Hamilton John Jay James Madison
315;Martin Luther
1788;Henry Ketcham
2233;Emile Faguet
1096;Talbot Mundy
2084;Juliana Horatio Ewing
1116;Ralph Parlette
1938;Laura S. Haviland
1145;Andrew Steinmetz
2208;Antonio Fogazzaro
867;Charlotte Yonge
1382;Katherine Cecil Thurston
12;Dante Alighieri
1012;Edward Potts Cheyney
2205;Pio Baroja Baroja
2247;J. M. Bacon
870;Mary J. Holmes
392;L. Adams Beck
1435;Arabella B. Buckley
1089;Lazarillo of Tormes
662;Joseph Addison
407;Max Brand
770;Albrecht Durer
171;U.S. Census of Population and Housing U.S. Dept. of Commerce, Economics and Statistics Administration, Bureau of the Census
2337;Brevet Col. J.C. Fremont
120;James Richardson
691;Robert Browning
2388;Mary F. Sandars
36;Edith Van Dyne
84;Francis Parkman, Jr.
429;E. H. Chapin
1457;W. B. Yeats
397;Kate Douglas Smith Wiggin
1584;Brigadier Margaret Allen
1079;kniaz' Petr Alekseevich Kropotkin
2038;John Murray and Marion Mills Miller
163;Stewart Edward White
1482;James Richard Joy
1705;Pye Henry Chavasse
2171;Frank Lewis Dyer and Thomas Commerford Martin
245;Sun Tzu
1396;William Ferneley Allen
2300;William Ware
368;Justus Friedrich Karl Hecker
1292;William Dean Howells, Mary E. Wilkins Freeman, Mary Heaton Vorse, Mary Stewart Cutting, Elizabeth Jordan, John Kendrick Bangs, Henry James, Elizabeth Stuart Phelps, Edith Wyatt, Mary Raymond Shipman Andrews, Alice Brown, Henry Van Dyke
384;Augusta Groner
2423;Geraldine Bonner
594;Moliere
512;Arnold Bennett
205;J. M. Synge
2316;H. L. Havell
1696;James Bovell Mackenzie
2305;Marion Mills Miller
860;P. J. Proudhon
2074;Beatrice Forbes-Robertson Hale
859;Frances Jenkins Olcott
2092;Winn Schwartau
1620;John Dos Passos
667;Abraham Cahan
1310;Lord Byron
1058;Imbert De Saint-Amand
1353;E. P. Roe
1945;Theo. F. Rodenbough
530;Florence Converse
637;Baron Trenck
227;Victor Appleton
1770;Thomas Moore
2150;Alexis de Toqueville
906;Henry Benjamin Wheatley
1950;John Niles Hubbard
1456;Jane Andrews
2297;D.H. Lawrence
2445;George Washington Cable
1844;Francis Parkman
2273;Jonathan Dunn
56;James Oliver Curwood
335;J. Storer Clouston
1925;Delia Bacon
1411;Anna (Bonus) Kingsford
2055;Ivy Kellerman Reed
2115;Mrs. W. B. Meloney
829;David Widger
418;Nathaniel Hawthorne
1624;Lord Frederic Hamilton
794;Robert Sewell
1425;Arthur Scott Bailey
1707;William Rose Benet
718;Allen Johnson
1892;Marie Le Prince de Beaumont
2216;Hermann Sudermann
444;Edwin A. Abbot
2078;E. Louise Smythe
554;Margaret Pollock Sherwood
1112;George Berkley
1191;Shell Oil Company
1257;James Madison
2141;Sir Hugh Walpole
273;Arthur Hugh Clough
1439;Sarah J Richardson
72;Bob Evans and Chris Dulabone
1749;Edith A. How
2176;John Thackray Bunce
330;Edna Ferber
1029;D. H. Lawrence
189;H. Rider Haggard
2069;J. Stewart Barney
1428;William Osmer
132;John R. Musick
2499;Sarah H. Bradford
247;William H. Prescott
2139;Havelock Ellis
366;Homer
470;Robert Service
1329;Elias L�nnrot
1018;Filson Young
1357;Library of Congress
866;Victoria Cross
2099;John Finnemore
409;William J. Long
421;William Makepeace Thackeray
2123;Mrs. Humphry Ward
787;Emma Lazarus
2009;Alexander Dumas, Pere Edited and Arranged by David Widger
381;Thornton W. Burgess
1035;Charles Henry Eden
2493;John Oxenham
1322;Steven Sills
821;Roald Amundsen
2107;Mrs Blackford
1679;Kabir
1389;Georg Ebers
2034;Duke of Saint-Simon Edited and Arranged by David Widger
1453;Leonid Andreyev
2180;J. Walker McSpadden
55;Anna Katharine Green
709;Albert Bigelow Paine
307;Chester K. Steele
2350;(AKA Kate Douglas Riggs) Kate Douglas Wiggin
998;Walter Horatio Pater
1207;Michel Baron
2158;Helen Fryer
2093;John Jay Smith and John F. Watson
747;Carl Becker
1464;Thomas Chandler Haliburton
1504;Lady Barker
1955;Hesba Stretton
1931;John A. Carpenter
1220;Winston S. Churchill
283;Thomas Holmes
1635;Arthur Stuart-Menteth Hutchinson
961;Madame du Hausset, an Unknown English Girl and the Princess Lamballe
1785;William Worthington Fowler
1910;Frances (Fanny) Burney (Madame d'Arblay)
324;E. S. Brooks
2404;Jennie Hall
629;General Philip Henry Sheridan
1888;Harriet Manning Whitcomb
625;John Arbuthnot
2367;Grace Gallatin Seton-Thompson
1015;Maurice Thompson
1495;Eleanor Hodgman Porter
1317;Richard Marsh
2014;William Dean Howells Edited and Arranged by David Widger
1016;Frederick Trevor Hill
1594;Charles Sumner
2213;Thomas Babbington Macaulay
2410;Vladimir Nosek
849;Watkin Tench
514;Virgil
1578;Flora Annie Steel
1930;Richard Bradley
2270;P. G. Wodehouse and C. H. Bovill
2486;Horatio
2307;Marvin Dana
2117;William Archer
1420;Nathaniel H. Bishop
437;Friedrich Nietzsche
668;G. A. Henty
1403;John Drinkwater
2252;E. L. Bulwer
1911;Henry Kirke White
35;Margaret O. (Wilson) Oliphant
5;Mary King Waddington
939;Rees Howell Gronow
810;Theodore Roosevelt
260;Karl Marx
1326;Clara Reeve
2041;Emily Bronte
2378;Thomas Holcroft
1879;S. B. Shaw
166;Richard McGowan
768;Grady Ward, grady@gradyward.com
918;Henry Van Dyke
31;Joseph Ladue
1341;Isaac Taylor Headland
1650;Martha Finley
196;Frank L. Packard
297;T. S. Eliot
1874;Robert Lee Berry
246;Walt Whitman
727;John Fox Jr.
915;Gilbert Parker
2476;Thomas Mitchell
215;Charlotte Bronte
648;Harold Howland
920;Esaias Tegne'r
841;Dr. G.V. (C.V.) Legros
2359;Mrs. Florence (Mother) Roberts
1831;Mary Hartwell Catherwood
145;Thomas Carlyle
251;Helen Bannerman
2222;John Dewey
1136;John F. Davis
121;Boswell
155;Arthur Conan Doyle
2234;Horatio Hale
833;Joseph Furphy
1748;Mary Godolphin
679;Nathaniel W. Stephenson
285;Maria Edgeworth
1652;J. G. Holland
1908;Thucydides
304;Elbridge S. Brooks
434;Mitzi Perdue
483;Thomas More
1890;Frank J. Cannon and Harvey J. O'Higgins
2086;Joseph Jacobs (coll. & ed.)
816;Zitkala-Sa
1740;Mrs. Molesworth
377;William MacLeod Raine
445;Frank R. Stockton
271;Sir Walter Scott
578;Charlotte M. Yonge
947;K. Langloh Parker
461;A. O. Brownson
1718;George Alfred Townsend
546;Chretien de Troyes
380;Ruth Ogden
1223;Lyman Abbott
229;Kenneth Grahame
761;Homer, translated by Alexander Pope
2464;Henry Eldridge Bourne Elbert Jay Benton
573;Michael Hart
2189;Lydia Maria Child
2018;George Meredith Edited and Arranged by David Widger
406;Stanley Weyman
1672;Ellingwood Beach
1821;Demosthenes Translated with notes by Charles Rann Kennedy
1295;Arthur W. Dunn
1332;Charlotte Herr
2056;Earle Ashley Walcott
536;Booker T. Washington
733;Burton J. Hendrick
1737;Sir Robert Baden-Powell
1148;Hector St. John de Crevecoeur
1692;Various Edited by William Patten
1762;George W. Brooks
1643;Ernst Haeckel
300;Saki
2122;Selected and arranged by William Patten
2105;Anna Bowman Dodd
1327;Almroth E. Wright
2181;Thorstein Veblen
970;Jules Claretie
593;Alfred Russell Wallace
79;Arnold Joseph Toynbee
1507;Sara Yorke Stevenson
292;Donald Ogden Stewart
2177;Dean S. Fansler
851;Edward William Bok (1863-1930)
872;Adolphus William Ward
2097;Frederick A. Talbot
1255;George Washington
1645;Barnes & Co.
899;William Cowper
396;Anthony Trollope
1941;John Van Der Zee Sears
1531;John Hay
1542;Captain William B. Perry
1417;A. H. Leahy
2285;J. H. Hill
1783;Charles Godfrey Leland
2400;Nicholas Nekrassov
566;Victor Cherbuliez
628;George Otto Trevelyan
1914;Ian Maclaren
1994;Austin Bishop
1811;Morris Rosenfeld
91;Mark Twain (Samuel Clemens)
257;Oscar Wilde
467;Ferdinand Ossendowski
2271;H.B. Whipple
51;Douglas W. Johnson
1426;L. Lamprey
565;Ivan S. Turgenev
1784;Amelia Edith Barr
2262;Cleveland Moffett
46;S. M. Edwardes, C.V.O.
2174;Bill Nye
2465;Paul Green Tomlinson
2002;An Anonymous Young Girl
1581;Homer Translated by Edward, Earl of Derby
2198;R. C. Lehmann
239;Lord Dunsany [Dunsany, Edward John Moreton Drax Plunkett, Baron]
654;Margaret Sidney
682;A. Conan Doyle
2361;W. W. Story
2031;Madame De Montespan Edited and Arranged by David Widger
2333;Frederick Landis
2244;Mrs. J. H. Riddell
2077;Gorges Edmond Howard
543;Walter Pater
610;Pedro Calderon de la Barca
1242;Frank Gee Patchin
1236;John H. Bechtel
1598;Thomas de Quincey
1390;Rex Stout
657;White Sands Missile Range Public Affairs Office
786;Raphael Sabatini
319;James Boswell
658;Johann Christoph Friedrich von Schiller
2483;John Forrest
2100;Horatio Bridge
118;Edwin Arlington Robinson
218;Myrtle Reed
1691;Alfred Noyes
1300;Mrs. Everard Cotes (AKA Sara Jeannette Duncan)
2179;Chretien DeTroyes
725;Robert Frost
194;Mary Roberts Rinehart
2280;Dante Alighieri, Translated By The Rev. H. F. Cary
73;H. G. Wells
1996;Ida Lee
226;Edgar Lee Masters
1586;Barry Cornwall
1272;Woodrow Wilson
38;Henry Francis Keenan
39;Elizabeth (Jones) Towne
1529;Albion W. Tourgee
1824;John H. Parker
1711;Nora Pembroke
2251;Gudrun Thorne-Thomsen
638;Eugene Field
1373;Justin Huntly McCarthy
1985;J. A. Mitchell
468;Joseph C. Lincoln
2343;Josephine Preston Peabody
1777;Jens Peter Jacobsen
1309;Vaughan Kester
1296;Joseph Sheridan Le Fanu
2450;Sir Edwin Durning-Lawrence
162;Booth Tarkington
359;By Kate Douglas Wiggin
477;William Smith
1337;Anon.
287;E. Nesbit
202;Theophile Gautier
2277;Moliere (Poquelin)
1947;George W. Gough
1473;Harriet E. Wilson
1934;Plautus
2061;Sherred Willcox Adams
2323;Henry M. Robert
2344;George Makepeace Towle
2008;Filson Young Edited and Arranged by David Widger
2275;Louis Joseph Vance
1082;Maurice Maeterlinck
2048;William J. Claxton
2414;John Knox
1146;Paul Verlaine
1855;William H. Elson Christine Keck
1916;Edward Wilson Landor
1241;Harry Steele Morrison
1833;William George Jordan
326;Robert Williams Wood
621;Rupert Brooke
1536;Alfred Lord Tennyson
1577;Diocese Of Connecticut
765;Maurice Liber
1168;John Ruskin
1546;John William Polidori
1216;James Huneker
583;W. M. Thackeray
2045;Emlyn Williams
1611;Captain John Blaine
980;(Mme. Blanc) Th. Bentzon
1492;A.E.J. Rawlinson
103;Jack London
1081;Horace W. C. Newte
1189;Helen Reimensnyder Martin
21;Harold Avery
2200;Samuel Merwin, et al.
1639;Frederica Seeger
2079;[Titus Lucretius Carus] Lucretius
1997;Oliver Wendell Holmes
24;Edgar Allan Poe
284;Charles Dickens and Wilkie Collins
142;Martha Summerhayes
1046;John Aubrey
1814;Arthur Colton
676;Friedrich de La Motte-Fouque
1617;A. F. Pollard
1602;Alexander von Humboldt
778;Harold Bell Wright
1448;Walter G. Ivens
129;J.S. Fletcher
1638;A. S. M. Hutchinson
1864;Edward Francis Wilson
533;Anna Katherine Green
2255;Margaret Vandercook
2453;Mary Catherine Judd
609;Adam Lindsay Gordon
618;William Greenwood
2164;Herbert N. Casson
458;Henry Adams
815;[AKA Ohiyesa], Charles A. Eastman
2225;Jehudah Steinberg
1265;Andrew Johnson
400;(AKA Elia Wilkinson) Elia W. Peattie
2342;Arthur Schnitzler
720;Various editors
1010;W. E. B. Du Bois
580;J. F. Bone
790;John Hargrave
2312;J. Smeaton Chase
95;Howard R. Garis
599;Dan Scavelle
1939;P. G. Wodehouse John W. Houghton
410;Dorothy Kilner
785;Edward S. Corwin
842;Dana Gatlin
1952;Ben Macomber
1144;Sir Richard Francis Burton
1447;W.W. Jacobs
762;J. F. Jameson, Editor
928;Joanot Martorell and Marti Johan d'Galba
1171;John Munro
1151;John S. Adams
2037;George Whale
1699;Lucian of Samosata
2026;Madam Campan Edited and Arranged by David Widger
2188;Julia Seton
1891;Alexander Maclaren
2467;Thomas A. Janvier
839;James Sheridan Knowles
480;Fa-Hsien
1894;G. W. [George William] Foote
2019;Michel De Montaigne Edited and Arranged by David Widger
210;Ayn Rand
814;The Earl of Chesterfield
134;Stanley Waterloo
435;Andy Adams
1320;Gouverneur Morris
2309;William A. Alcott
2448;Margaret Turnbull
1791;Isabella Valancy Crawford
985;Emile Souvestre
111;Emile Zola
128;Edmund Venables
944;E. Blantyre Simpson
1308;Laurence Hope
65;John Nichol
932;Henry Kingsley
1342;Charles James Lever
1963;W. M. Flinders Petrie
2204;Charlotte Fuhrer
1882;Richard Lovelace
2169;Garrett P. Serviss
2384;Francis McConnell
812;Eugene Sue
1311;Thomas Stevens
2010;Georg Ebers Edited and Arranged by David Widger
1595;Porter Emerson Browne
994;Eliza Lee Follen
2238;Charles Lever
2054;Louisa Clayton
569;Margaret E. Sangster
857;Constant
1328;Elias Loennrot
1026;August Evans Wilson
2182;Amelia B. Edwards
2332;Daniel G. Brinton
2355;Mary D. Brine
2379;Charlotte Mary Yonge
1776;Selina Bunbury
1851;T.F. Young
2373;Alfred Carmichael
1237;Alice B. Emerson
106;Percy Keese Fitzhugh
589;J.W. von Goethe
936;James Lane Allen
1702;C. A. Fyffe
2470;Angelina Emily Grimke
262;Margaret Hill McCarter
1693;A. Herbert Gray
1180;Julius Wellhausen
1771;Philip Melanchthon
1964;Henry Clay
643;Edgar Wallace
2046;Louisa de la Rame, AKA Ouida
1506;William Lyon Phelps
17;Ada Leverson
424;Carl von Clausewitz
1095;Kirk Munroe
387;John Lawson
624;Eugene Wood
2289;Charles Stewart Given
242;Thomas Henry Huxley
2076;Hjalmar Hjorth Boyesen
2416;David Hume L. A. Selby-Bigge
614;William Gardner
2420;Mrs. Charles Bryce
2455;Fannie Hurst
2159;Alexander Hewatt
1558;Frank V. Webster
2131;Henry Blake Fuller
2137;Teresa of Avila
506;Giambattista Basile
1756;Carrie V. Shuman
2460;Ellen Key
871;J. Hartley Manners
1176;Finley Peter Dunne
1677;Charles Franklin Carter
931;Paul Thorne Mabel Thorne
1477;Philip H. Sheridan
1233;Zoeth S. Eldredge and E. J. Molera
655;Ford Madox Ford
329;Kate Chopin
412;Samuel Butler
612;Robert W. Service
0;Unknown
509;John Webster
1323;Thomas Adolphus Trollope
1530;Frank Bird Linderman
2411;James Barron Hope
125;Thomas Troward
2000;Re-told by Ellen C. Babbitt
1381;John Brown
364;Mary E. Wilkins Freeman
177;Xenophon
441;(AKA Clive Hamilton) C. S. Lewis
447;Marie Belloc Lowndes
337;Mary Eleanor Wilkins Freeman
2130;Maria Monk
893;Louis Stone
2336;St. Jude, R. U. Sirius, Bart Nagel
338;Mark E. Laxer
1573;Homer Randall
1307;John Stuart Mill
1920;Leader Scott
517;Henrik Ibsen
1840;Rose Hawthorne Lathrop
1884;Mable Hale
763;John Burroughs
1119;Marjorie Allen Seiffert
365;G.K. Chesterton
1470;Jeremiah Rev. Chaplin
2116;Thomas Kelly Cheyne
2269;Anonymous Illustrated by Gustave Dore
819;Bliss Perry
1496;Unknown Icelanders
1569;S. L. Brengle
1170;George Barr McCutcheon
2021;Gilbert Parker Edited and Arranged by David Widger
1115;Sara Jeannette Duncan
2267;A Returned Missionary
1319;Henry Stevens
2065;Annie Fellows Johnston
766;Joseph Rodman Drake
2151;Honore De Balzac
2402;William Wordsworth Samuel Taylor Coleridge
1992;G. Whitfield Ray
1422;Alice Turner Curtis
222;Edna Lyall
776;Oliver Wendell Holmes, Sr. (The Physician and Poet not the Jurist)
2006;The Earl of Chesterfield Edited and Arranged by David Widger
1378;Anthony Hamilton
190;William Hickling Prescott
1605;Edited by William Patten
351;An Imitator of Plato
1267;Chester A. Arthur
64;Bruce Sterling
516;Maxim Gorky
855;Orville O. Hiestand
216;Edith Wharton
1837;H. D. Traill
268;Charles Reade
1254;Samuel Hopkins Adams
1808;Sarah Grand
1083;Harry Houdini
544;Robert Harris
708;Horatio Alger Jr.
